Vehicle_ID,Vehicle_Name,Template_ID,Template_Name,Manufacturer_ID,Manufacturer_Name,Tech_Tier_ID,Tech_Tier_Name,Domain,Family,Vehicle_Type,Size_Class,Role,Genre_Tag,Lift_Mode,Propulsion,Power_Source,Hull_Type,Crew_Min,Crew_Std,Passenger_Cap,Cargo_t,Length_m,Beam_m,Height_m,Mass_t,Local_Cruise_kph,Water_Cruise_kph,Dive_Depth_m,Vacuum_DeltaV_kps,FTL_pc_day,Range_km,Endurance_days,Agility,Sensors,Stealth,Armor,Shields,HP,Hardpoints,Option_Slots,Operating_Cost_cr_day,Maintenance_Hours_100h,Availability,Legal_Class,Default_Option_1_ID,Default_Option_1,Option_1_Cost_cr,Default_Option_2_ID,Default_Option_2,Option_2_Cost_cr,Default_Option_3_ID,Default_Option_3,Option_3_Cost_cr,Base_Price_cr,Total_Price_cr,Notes,Source_Note,Weapon_Profile_1_ID,Weapon_Profile_1,Weapon_Profile_2_ID,Weapon_Profile_2,Default_Loadout_Cost_cr,Combat_Rating,Threat_Rating,Primary_Faction_Tag,Secondary_Faction_Tag,Civilian_Use_Tag,Rarity_Score,Rarity,Vendor_ID,Vendor_Name,Vendor_Class,Economy_Band,Acquisition_Tier,License_Requirement,Upkeep_Band,Campaign_Balance_Points,Encounter_Role,Salvage_Value_cr,Refit_Cap_cr,Crew_Quality_Minimum,Evennia_Typeclass,Prototype_Key,Vehicle_Slug,Domain_Slug,Family_Slug,Vehicle_Type_Slug,Role_Slug,Tech_Tier_Slug,Availability_Slug,Legal_Class_Slug,Rarity_Slug,Economy_Band_Slug,Encounter_Role_Slug,Lockstring,Spawn_Location_Tag,Home_Tag,Import_Action,Active
V-PHV-HB-BLW-T7,Bulwark Hover-board Mk VII,PHV-HB,Hover-board,BLW,Bulwark Heavy Industries,7,Stellar,Surface,Personal Lift,Hover-board,Personal,personal transit,Sci-Fi / Action,Hover,Grav plates,Stellar Core / Singularity,Composite board,1,2,0,0.08,2.0,0.7,0.2,0.17,114,28,0,0.0,0.0,207,1.5,10,5,6,6,6,15,6,5,150,13.9,Uncommon,Civilian,OPT-02-T7,Silent Lift Coils Mk VII,7387,OPT-07-T7,Ablative Armor Weave Mk VII,14364,OPT-29-T7,Long-Range Tankage Mk VII,9439,7497,38687,"Hover-board base frame in the personal lift family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,14.1,17.1,CIV,DRIFT,civilian,26,Uncommon,VEN-013,Bastion Armory 1,arsenal,Crew,Tier 1 - payroll purchase,Civic,Low,22.7,Line,7737,7737,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-hb,bulwark-hover-board-mk-vii,surface,personal-lift,hover-board,personal-transit,stellar,uncommon,civilian,uncommon,crew,line,,,,upsert,True
V-PHV-HB-AER-T8,Aetherion Hover-board Mk VIII,PHV-HB,Hover-board,AER,Aetherion Guild,8,Apex,Surface,Personal Lift,Hover-board,Personal,personal transit,Sci-Fi / Action,Hover,Grav plates,Paracausal / Transcendent,Composite board,1,2,0,0.07,2.0,0.7,0.2,0.19,143,32,0,0.0,0.0,257,1.7,10,7,9,5,7,18,4,6,169,11.7,Rare,Civilian,OPT-03-T8,Terrain Adaptive Actuators Mk VIII,11794,OPT-12-T8,Phase Veil Baffle Mk VIII,54288,OPT-29-T8,Long-Range Tankage Mk VIII,12917,12119,91118,"Hover-board base frame in the personal lift family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,10.2,13.2,CIV,DRIFT,civilian,30,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,19.6,Line,18224,18224,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-hb,aetherion-hover-board-mk-viii,surface,personal-lift,hover-board,personal-transit,apex,rare,civilian,uncommon,crew,line,,,,upsert,True
V-PHV-HB-NVF-T8,Nova Hover-board Mk VIII,PHV-HB,Hover-board,NVF,Nova Forge Interstellar,8,Apex,Surface,Personal Lift,Hover-board,Personal,personal transit,Sci-Fi / Action,Hover,Grav plates,Paracausal / Transcendent,Composite board,1,2,0,0.08,2.0,0.7,0.2,0.19,143,32,0,0.0,0.0,257,1.7,10,7,8,6,7,18,5,6,167,14.4,Rare,Civilian,OPT-02-T8,Silent Lift Coils Mk VIII,10109,OPT-08-T8,Reactive Plating Array Mk VIII,31366,OPT-32-T8,Science Lab Module Mk VIII,42827,11683,95985,Hover-board base frame in the personal lift family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,12.3,15.3,CIV,DRIFT,civilian,32,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,21.7,Line,19197,19197,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-hb,nova-hover-board-mk-viii,surface,personal-lift,hover-board,personal-transit,apex,rare,civilian,uncommon,crew,line,,,,upsert,True
V-PHV-HB-BLW-T8,Bulwark Hover-board Mk VIII,PHV-HB,Hover-board,BLW,Bulwark Heavy Industries,8,Apex,Surface,Personal Lift,Hover-board,Personal,personal transit,Sci-Fi / Action,Hover,Grav plates,Paracausal / Transcendent,Composite board,1,2,0,0.08,2.0,0.7,0.2,0.2,130,32,0,0.0,0.0,252,1.8,10,6,7,7,7,18,6,6,162,16.0,Rare,Civilian,OPT-02-T8,Silent Lift Coils Mk VIII,10109,OPT-08-T8,Reactive Plating Array Mk VIII,31366,OPT-30-T8,Jump Beacon Mk VIII,45843,10533,97851,"Hover-board base frame in the personal lift family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,14.5,17.5,CIV,DRIFT,civilian,34,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,23.9,Line,19570,19570,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-hb,bulwark-hover-board-mk-viii,surface,personal-lift,hover-board,personal-transit,apex,rare,civilian,uncommon,crew,line,,,,upsert,True
V-PHV-GS-AER-T1,Aetherion Grav-skates Mk I,PHV-GS,Grav-skates,AER,Aetherion Guild,1,Frontier,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Battery / Chemical,Composite board,1,1,0,0.04,1.4,0.4,0.1,0.03,70,13,0,0.0,0.0,57,0.5,10,3,6,2,0,5,0,2,64,0.0,Uncommon,Civilian,OPT-15-T1,Deep Sonar Spine Mk I,1814,OPT-30-T1,Jump Beacon Mk I,6171,OPT-03-T1,Terrain Adaptive Actuators Mk I,1588,899,10472,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,,,,,0,0.5,0.5,ARENA,CIV,civilian,0,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,1.3,Utility,2304,2094,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,aetherion-grav-skates-mk-i,surface,personal-lift,grav-skates,stunt-courier,frontier,uncommon,civilian,common,street,utility,,,,upsert,True
V-PHV-GS-NVF-T1,Nova Grav-skates Mk I,PHV-GS,Grav-skates,NVF,Nova Forge Interstellar,1,Frontier,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Battery / Chemical,Composite board,1,2,0,0.04,1.4,0.4,0.1,0.03,70,13,0,0.0,0.0,57,0.5,10,3,5,2,0,5,2,2,124,2.5,Uncommon,Civilian,OPT-13-T1,Survey Sensor Suite Mk I,2041,OPT-31-T1,Probe Bay Mk I,1890,OPT-02-T1,Silent Lift Coils Mk I,1361,878,6170,Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,4.5,4.5,ARENA,CIV,civilian,0,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,5.3,Scout,1357,1234,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,nova-grav-skates-mk-i,surface,personal-lift,grav-skates,stunt-courier,frontier,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-BLW-T1,Bulwark Grav-skates Mk I,PHV-GS,Grav-skates,BLW,Bulwark Heavy Industries,1,Frontier,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Battery / Chemical,Composite board,1,2,0,0.04,1.4,0.4,0.1,0.04,63,13,0,0.0,0.0,56,0.5,8,2,4,4,0,5,2,2,123,2.3,Uncommon,Civilian,OPT-13-T1,Survey Sensor Suite Mk I,2041,OPT-31-T1,Probe Bay Mk I,1890,OPT-06-T1,Bio-Muscle Lattice Mk I,2268,794,6993,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,4.7,4.7,ARENA,CIV,civilian,0,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,5.5,Scout,1538,1399,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,bulwark-grav-skates-mk-i,surface,personal-lift,grav-skates,stunt-courier,frontier,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-AER-T2,Aetherion Grav-skates Mk II,PHV-GS,Grav-skates,AER,Aetherion Guild,2,Standard,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Combustion / Reactor,Composite board,1,1,0,0.04,1.4,0.4,0.1,0.04,82,15,0,0.0,0.0,71,0.6,10,3,6,2,1,6,1,2,65,1.5,Uncommon,Civilian,OPT-17-T2,Ghost Scanner Mk II,5508,OPT-30-T2,Jump Beacon Mk II,8816,OPT-04-T2,Hydrojet Overdrive Mk II,2808,1335,18467,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,,,900,2.6,2.6,ARENA,CIV,civilian,0,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,4.2,Utility,4063,3693,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,aetherion-grav-skates-mk-ii,surface,personal-lift,grav-skates,stunt-courier,standard,uncommon,civilian,common,street,utility,,,,upsert,True
V-PHV-GS-NVF-T2,Nova Grav-skates Mk II,PHV-GS,Grav-skates,NVF,Nova Forge Interstellar,2,Standard,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Combustion / Reactor,Composite board,1,2,0,0.04,1.4,0.4,0.1,0.04,82,15,0,0.0,0.0,71,0.6,10,3,5,3,1,6,2,2,125,2.9,Uncommon,Civilian,OPT-13-T2,Survey Sensor Suite Mk II,2916,OPT-31-T2,Probe Bay Mk II,2700,OPT-06-T2,Bio-Muscle Lattice Mk II,3240,1296,10152,Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,4.7,4.7,ARENA,CIV,civilian,0,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,6.3,Scout,2233,2030,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,nova-grav-skates-mk-ii,surface,personal-lift,grav-skates,stunt-courier,standard,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-BLW-T2,Bulwark Grav-skates Mk II,PHV-GS,Grav-skates,BLW,Bulwark Heavy Industries,2,Standard,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Combustion / Reactor,Composite board,1,2,0,0.04,1.4,0.4,0.1,0.04,74,15,0,0.0,0.0,70,0.7,8,2,4,4,1,6,3,2,125,4.1,Uncommon,Civilian,OPT-16-T2,Astrogation Core Mk II,4536,OPT-30-T2,Jump Beacon Mk II,8816,OPT-04-T2,Hydrojet Overdrive Mk II,2808,1177,17337,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,6.9,6.9,ARENA,CIV,civilian,2,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,8.5,Scout,3814,3467,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,bulwark-grav-skates-mk-ii,surface,personal-lift,grav-skates,stunt-courier,standard,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-AER-T3,Aetherion Grav-skates Mk III,PHV-GS,Grav-skates,AER,Aetherion Guild,3,Refined,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Fusion / Arcane Core,Composite board,1,2,0,0.04,1.4,0.4,0.2,0.04,90,16,0,0.0,0.0,82,0.7,10,4,6,2,2,7,2,3,127,3.3,Uncommon,Civilian,OPT-15-T3,Deep Sonar Spine Mk III,3240,OPT-32-T3,Science Lab Module Mk III,10295,OPT-05-T3,Void Sail Trim Mk III,4320,1733,19588,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,4.8,4.8,ARENA,CIV,civilian,4,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,7.2,Scout,4309,3918,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,aetherion-grav-skates-mk-iii,surface,personal-lift,grav-skates,stunt-courier,refined,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-NVF-T3,Nova Grav-skates Mk III,PHV-GS,Grav-skates,NVF,Nova Forge Interstellar,3,Refined,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Fusion / Arcane Core,Composite board,1,2,0,0.04,1.4,0.4,0.2,0.04,90,16,0,0.0,0.0,82,0.7,10,4,5,4,2,7,2,3,127,3.2,Uncommon,Civilian,OPT-14-T3,Lidar / Mapping Mast Mk III,2160,OPT-31-T3,Probe Bay Mk III,3375,OPT-06-T3,Bio-Muscle Lattice Mk III,4050,1673,11258,Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,5.0,5.0,ARENA,CIV,civilian,4,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,7.4,Scout,2477,2252,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,nova-grav-skates-mk-iii,surface,personal-lift,grav-skates,stunt-courier,refined,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-BLW-T3,Bulwark Grav-skates Mk III,PHV-GS,Grav-skates,BLW,Bulwark Heavy Industries,3,Refined,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Fusion / Arcane Core,Composite board,1,2,0,0.04,1.4,0.4,0.2,0.05,82,16,0,0.0,0.0,80,0.8,9,3,4,4,2,7,4,3,126,6.0,Uncommon,Civilian,OPT-17-T3,Ghost Scanner Mk III,6885,OPT-29-T3,Long-Range Tankage Mk III,3105,OPT-02-T3,Silent Lift Coils Mk III,2430,1523,13943,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,9.0,9.0,ARENA,CIV,civilian,8,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,11.4,Scout,3067,2789,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,bulwark-grav-skates-mk-iii,surface,personal-lift,grav-skates,stunt-courier,refined,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-AER-T4,Aetherion Grav-skates Mk IV,PHV-GS,Grav-skates,AER,Aetherion Guild,4,Advanced,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Fusion / Gravitic,Composite board,1,2,0,0.04,1.4,0.4,0.2,0.05,102,19,0,0.0,0.0,93,0.8,10,4,7,3,3,8,2,3,129,3.6,Uncommon,Civilian,OPT-14-T4,Lidar / Mapping Mast Mk IV,2765,OPT-31-T4,Probe Bay Mk IV,4320,OPT-05-T4,Void Sail Trim Mk IV,5530,2291,14906,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,5.1,5.1,ARENA,CIV,civilian,4,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,8.3,Scout,3279,2981,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,aetherion-grav-skates-mk-iv,surface,personal-lift,grav-skates,stunt-courier,advanced,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-NVF-T4,Nova Grav-skates Mk IV,PHV-GS,Grav-skates,NVF,Nova Forge Interstellar,4,Advanced,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Fusion / Gravitic,Composite board,1,2,0,0.04,1.4,0.4,0.2,0.05,102,19,0,0.0,0.0,93,0.8,10,4,6,4,3,8,3,3,129,5.3,Uncommon,Civilian,OPT-15-T4,Deep Sonar Spine Mk IV,4147,OPT-32-T4,Science Lab Module Mk IV,13178,OPT-03-T4,Terrain Adaptive Actuators Mk IV,3629,2218,23172,Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,7.2,7.2,ARENA,CIV,civilian,6,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,10.4,Scout,5098,4634,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,nova-grav-skates-mk-iv,surface,personal-lift,grav-skates,stunt-courier,advanced,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-BLW-T4,Bulwark Grav-skates Mk IV,PHV-GS,Grav-skates,BLW,Bulwark Heavy Industries,4,Advanced,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Fusion / Gravitic,Composite board,1,2,0,0.04,1.4,0.4,0.2,0.05,93,19,0,0.0,0.0,91,0.9,9,3,5,5,3,8,4,3,128,6.5,Uncommon,Civilian,OPT-15-T4,Deep Sonar Spine Mk IV,4147,OPT-29-T4,Long-Range Tankage Mk IV,3974,OPT-04-T4,Hydrojet Overdrive Mk IV,4493,2008,14622,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,9.3,9.3,ARENA,CIV,civilian,8,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,12.5,Scout,3217,2924,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,bulwark-grav-skates-mk-iv,surface,personal-lift,grav-skates,stunt-courier,advanced,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-AER-T5,Aetherion Grav-skates Mk V,PHV-GS,Grav-skates,AER,Aetherion Guild,5,Military,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Antimatter / Gravitic,Composite board,1,2,0,0.04,1.4,0.4,0.2,0.05,115,21,0,0.0,0.0,111,0.9,10,5,7,4,4,9,2,4,132,4.1,Uncommon,Civilian,OPT-16-T5,Astrogation Core Mk V,9526,OPT-31-T5,Probe Bay Mk V,5670,OPT-05-T5,Void Sail Trim Mk V,7258,3102,25556,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,5.4,6.4,ARENA,CIV,civilian,10,Common,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Civic,Low,10.4,Scout,5622,5111,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,aetherion-grav-skates-mk-v,surface,personal-lift,grav-skates,stunt-courier,military,uncommon,civilian,common,crew,scout,,,,upsert,True
V-PHV-GS-NVF-T5,Nova Grav-skates Mk V,PHV-GS,Grav-skates,NVF,Nova Forge Interstellar,5,Military,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Antimatter / Gravitic,Composite board,1,2,0,0.04,1.4,0.4,0.2,0.06,115,21,0,0.0,0.0,111,0.9,10,5,6,4,4,9,4,4,132,7.9,Uncommon,Civilian,OPT-14-T5,Lidar / Mapping Mast Mk V,3629,OPT-31-T5,Probe Bay Mk V,5670,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,3012,19115,Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,9.4,9.4,ARENA,CIV,civilian,14,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,13.4,Scout,4205,3823,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,nova-grav-skates-mk-v,surface,personal-lift,grav-skates,stunt-courier,military,uncommon,civilian,common,street,scout,,,,upsert,True
V-PHV-GS-BLW-T5,Bulwark Grav-skates Mk V,PHV-GS,Grav-skates,BLW,Bulwark Heavy Industries,5,Military,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Antimatter / Gravitic,Composite board,1,2,0,0.05,1.4,0.4,0.2,0.06,104,21,0,0.0,0.0,108,1.0,10,4,5,6,4,9,4,4,131,7.4,Uncommon,Civilian,OPT-14-T5,Lidar / Mapping Mast Mk V,3629,OPT-32-T5,Science Lab Module Mk V,17296,OPT-05-T5,Void Sail Trim Mk V,7258,2713,30896,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,9.6,10.6,ARENA,CIV,civilian,14,Common,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Civic,Low,14.6,Scout,6797,6179,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,bulwark-grav-skates-mk-v,surface,personal-lift,grav-skates,stunt-courier,military,uncommon,civilian,common,crew,scout,,,,upsert,True
V-PHV-GS-AER-T6,Aetherion Grav-skates Mk VI,PHV-GS,Grav-skates,AER,Aetherion Guild,6,Elite,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Quantum / Null-Field,Composite board,1,2,0,0.04,1.5,0.4,0.2,0.06,131,24,0,0.0,0.0,132,1.1,10,5,8,4,5,9,3,4,137,6.8,Uncommon,Civilian,OPT-15-T6,Deep Sonar Spine Mk VI,7258,OPT-30-T6,Jump Beacon Mk VI,24685,OPT-04-T6,Hydrojet Overdrive Mk VI,7862,4280,44085,"Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,7.5,8.5,ARENA,CIV,civilian,12,Common,VEN-013,Bastion Armory 1,arsenal,Crew,Tier 1 - payroll purchase,Civic,Low,13.3,Scout,9699,8817,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,aetherion-grav-skates-mk-vi,surface,personal-lift,grav-skates,stunt-courier,elite,uncommon,civilian,common,crew,scout,,,,upsert,True
V-PHV-GS-NVF-T6,Nova Grav-skates Mk VI,PHV-GS,Grav-skates,NVF,Nova Forge Interstellar,6,Elite,Surface,Personal Lift,Grav-skates,Personal,stunt / courier,Sci-Fi / Action,Hover,Grav plates,Quantum / Null-Field,Composite board,1,2,0,0.05,1.5,0.4,0.2,0.06,131,24,0,0.0,0.0,132,1.1,10,5,7,5,5,9,4,4,137,8.8,Uncommon,Civilian,OPT-16-T6,Astrogation Core Mk VI,12701,OPT-31-T6,Probe Bay Mk VI,7560,OPT-05-T6,Void Sail Trim Mk VI,9677,4134,34072,Grav-skates base frame in the personal lift family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-001,Pulse Stunner Array,WL-002,Light Arc Carbine,2700,9.6,10.6,ARENA,CIV,civilian,14,Common,VEN-013,Bastion Armory 1,arsenal,Crew,Tier 1 - payroll purchase,Civic,Low,15.4,Scout,7496,6814,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-gs,nova-grav-skates-mk-vi,surface,personal-lift,grav-skates,stunt-courier,elite,uncommon,civilian,common,crew,scout,,,,upsert,True
